hagrid,imr,mrdt,tmax,size_sample,quality,origin,biblioid,phenotype
2292,NULL,NULL,36.8,medium,acceptable,captivity,671,This animal has the lowest and most variable body temperature among mammals (24 to 33 degrees C) [0434]. A 36.8 years old female is reported to be still alive at the Smithsonian National Zoo [0609].
2293,NULL,NULL,41,medium,acceptable,captivity,"John Gramieri, pers. comm.","A wild-caught male acquired in 1973 by San Antonio Zoo died in July 2013, making it at least 41 years of age (John Gramieri, pers. comm.)."
2294,NULL,NULL,31,medium,acceptable,captivity,671,One specimen was estimated to be 31 years old when it died in captivity [0671].
2295,NULL,NULL,16,tiny,acceptable,captivity,671,One specimen was estimated to be 16 years old when it died in captivity [0671].
2296,NULL,NULL,19,medium,acceptable,captivity,671,One specimen was estimated to be 19 years old when it died in captivity [0671].
2297,NULL,NULL,NULL,tiny,low,unknown,NULL,"Primates show a considerable variation in onset and rates of ageing [0002]. Brain and body size, and longevity increased in the lineage leading to humans [0436], suggesting the possibility of a co-evolution of intelligence and longevity [0254]. As such, primates biologically and evolutionary closer to humans tend to be longer-lived than animals from more distant taxa. Like humans they develop highly complex cognitive strategies and are visually orientated. For understanding some of the most complex aspects of human longevity nonhuman primates may be the best models, especially for neurodegenerative diseases [1210]."
2298,NULL,NULL,30,small,acceptable,captivity,774,"One wild-born female was kept over 28 years in captivity, making it at least 30 years of age. Ageing-induced changes in spinal curvature and cataracts were observed in this old specimen [0774]."
2299,NULL,NULL,33.8,medium,acceptable,captivity,671,One wild-born specimen was at least 33.8 years old when it died in captivity [0671].
2300,NULL,NULL,30.1,medium,acceptable,captivity,671,One captive specimen was still alive at 30.1 years of age [0671].
2301,NULL,NULL,22.1,small,acceptable,captivity,671,One specimen was alive after 22.1 years in captivity [0671].
2302,NULL,NULL,32.4,medium,acceptable,captivity,671,One wild born female was about 32.4 years old when she died in captivity [0671].
2303,NULL,NULL,NULL,small,low,unknown,NULL,"Little is known about the longevity of these animals, but one 13.8 year old specimen was still alive in captivity [0671]."
2304,NULL,NULL,24,small,acceptable,captivity,671,"In the wild, adults are estimated to live on average 16 years [0434]. One wild born female lived more than 15 years in captivity and could have been as old as 24 [0671]."
2305,NULL,NULL,NULL,small,low,unknown,NULL,"Little is known about the longevity of these animals. There are no records of animals living more than 8 years in captivity [0671]. It has been estimated that they live up to 20 years [0422], which is possible but unconfirmed."
2306,NULL,NULL,NULL,tiny,low,unknown,NULL,"Little is known about these animals, but one animal was 16.6 year old when it died in captivity [0671]."
2307,NULL,NULL,25,small,acceptable,captivity,671,"One wild born animal was still alive after 22.8 years in captivity, making it as old as 25 [0671]. It has been estimated that these animals live up to 25 years in the wild [0001], though this has not been confirmed."
2308,NULL,NULL,37,small,acceptable,captivity,671,One wild born specimen of the <i>hybridus</i> subspecies was about 37 years old when it died in captivity [0671].
2309,NULL,NULL,42.8,medium,acceptable,captivity,671,NULL
2310,NULL,NULL,46,large,acceptable,captivity,671,"One wild born female was still alive after more than 43.2 years in captivity, making it as old as 46 [0671]."
2311,NULL,NULL,47.1,large,acceptable,captivity,671,One captive female was at least 47.1 years old when it died in captivity [0671].
2312,NULL,NULL,44,tiny,acceptable,captivity,671,"Two wild born females are still living in captivity at an estimated age of 44 [0671]. Still, not much is known about these animals."
2313,NULL,NULL,46,medium,acceptable,captivity,671,Several specimens have been known to live over 40 years in captivity [0671].
2314,NULL,NULL,40,medium,acceptable,wild,1091,"One study in the wild focused on the <i>hypoxanthus</i> (northern muriqui) subspecies found that females can live over 40 years [1091]. Little is known about the longevity of these animals in captivity, however. One 14.5 year old specimen was still alive in captivity [0671]."
2315,NULL,NULL,32,medium,acceptable,captivity,671,One wild born specimen of the <i>lugens</i> subspecies was about 32 years old when it died in captivity [0671].
2316,NULL,NULL,22.2,large,high,captivity,671,"In captivity, these animals have been known to live up to 22.2 years [0671]. Median lifespan in captivity is about 7 years [0879]."
2317,NULL,NULL,17.6,large,acceptable,captivity,671,NULL
2318,NULL,NULL,22.8,large,high,captivity,671,These animals appear to be amongst the fastest ageing primates [0463]. Females have been known to die of breast cancer in their second decade of life [0935]. One male specimen lived 22.8 years in captivity [0671]. Average lifespan in captivity has been reported to be around 10-12 years [0865].
2319,NULL,NULL,20,medium,acceptable,captivity,671,NULL
2320,NULL,NULL,15.4,medium,acceptable,captivity,671,NULL
2321,NULL,NULL,18.6,large,high,captivity,671,"In captivity, these animals have been known to live up to 18.6 years [0671]."
2322,NULL,NULL,24.9,medium,acceptable,captivity,671,NULL
2323,NULL,NULL,20.2,tiny,acceptable,captivity,671,NULL
2324,NULL,NULL,21.3,large,acceptable,captivity,671,"One captive specimen lived for 21.3 years [0671]. Although these animals have been studied in captivity and are common in zoos, considering the longevity of similar species it is possible that maximum longevity is underestimated."
2325,NULL,NULL,17.9,medium,questionable,captivity,671,"One captive specimen lived for 17.9 years [0671]. These animals have been studied in captivity. Still, considering the longevity of similar species, it is possible that maximum longevity is underestimated."
2326,NULL,NULL,31.6,large,high,captivity,671,"A relatively long-lived species. In captivity, these animals have been reported to live up to 31.6 years [0671]."
2327,NULL,NULL,16.5,medium,acceptable,captivity,671,One female lived 16.5 years in captivity [0671]. Another female lived 15.2 years in captivity and could have been 16.8 years old at the time of death [0574].
2328,NULL,NULL,15,small,acceptable,captivity,671,One captive animal was at least 15 years when it died at San Diego Zoo [0671].
2329,NULL,NULL,19,medium,acceptable,captivity,671,One captive specimen was about 19 years old when it died [0671].
2330,NULL,NULL,20.5,medium,acceptable,captivity,671,One wild born specimen lived 16.8 years in captivity and was about 20-21 years old when it died [0671].
2331,NULL,NULL,23.7,large,high,captivity,671,"In captivity, these animals have been reported to live up to 23.7 years [0671]."
2332,NULL,NULL,20.5,medium,acceptable,captivity,671,One captive specimen was 20.5 years of age when it died [0671].
2333,NULL,NULL,15.2,small,acceptable,captivity,671,NULL
2334,NULL,NULL,21,large,high,captivity,671,"In captivity, these animals have been reported to live up to 21 years [0671]."
2335,NULL,NULL,20,small,acceptable,captivity,671,NULL
2336,NULL,NULL,26.2,large,high,captivity,671,"One 26.2 year old animal was still alive in captivity [0671]. Amyloid-beta protein plaque deposits typical of Alzheimer's disease, but not neurofibrillary tangles, were observed in the brains of animals over 12 years of age, suggesting these animals may develop early Alzheimer's disease pathology [0824]."
2337,NULL,NULL,NULL,tiny,low,unknown,NULL,"Compared to other primates, capuchin monkeys and humans have the longest lifespan as predicted for their brain and body sizes [0778]."
2338,NULL,NULL,40.4,medium,acceptable,captivity,671,One captive specimen lived 40.4 years [0671]. There is also one unverified claim of one animal of unknown sex living 44 years in captivity [0574].
2339,NULL,NULL,54,medium,acceptable,captivity,671,"One wild-born male called ""Bobo"" lived 53.5 years in captivity, making it at least 54 years of age when he died at Lederle Laboratories. While this is the only record of a specimen of this genus to live more than 50 years, another wild-born male specimen lived 46.9 years at Mesker Park Zoo, making it about 48 years-old when he died and making it the second longest-lived specimen of the genus [0671]. One study in the wild found that females can live over 25 years [1091]."
2340,NULL,NULL,47,medium,acceptable,captivity,671,One wild-born animal was about 47 years of age when it died in captivity [0671].
2341,NULL,NULL,30.3,large,acceptable,captivity,671,One hybrid between a common and a Bolivian squirrel monkey lived 32 years [0671].
2342,NULL,NULL,NULL,tiny,low,unknown,NULL,"Not much is known about the longevity of these animals. One specimen was about 18 years old when it died in captivity [0671]. Considering the longevity of similar species, maximum longevity is likely much longer, though."
2343,NULL,NULL,30.2,large,high,captivity,671,One hybrid between a common and a Bolivian squirrel monkey lived 32 years [0671].
2344,NULL,NULL,46,large,high,captivity,671,One specimen was about 46 years old when it died in captivity [0671].
2345,NULL,NULL,27,medium,acceptable,captivity,671,These animals have been estimated to live up to 23 years in the wild [0542]. One wild born specimen was about 27 years old when it died in captivity [0671]. There is also one unverified longevity record of 28 years [0467].
2346,NULL,NULL,24.1,medium,acceptable,captivity,671,One captive specimen lived 24.1 years [0671].
2347,NULL,NULL,26,small,acceptable,captivity,671,One wild born female was about 26 years old when she died in captivity [0671].
2348,NULL,NULL,NULL,small,low,unknown,NULL,"Little is known about the longevity of these animals, but one specimen estimated to be 18 years old is alive in captivity [0671]."
2349,NULL,NULL,31,tiny,acceptable,captivity,671,One wild born specimen was about 31 years old when it died in captivity [0671].
2350,NULL,NULL,NULL,tiny,low,unknown,NULL,Little is known about the longevity of these animals. One wild born specimen of the <i>chrysogaster</i> subspecies was about 24 years old when it died in captivity [0671].
2351,NULL,NULL,46,medium,acceptable,captivity,671,It has been estimated that these animals might live over 30 years in the wild [0542]. One wild born female was about 46 years old when she died in captivity [0671].
