"id","gene_id","biblio_id","lifespan_effect","phenotype_description","longevity_influence","max_lifespan_change","max_lifespan_change_desc","avg_lifespan_change","avg_lifespan_change_desc","method","notes","hidden"
1733,1505,422,"decrease","Replicative lifespan decreased by 25% in the alpha strain ","fitness",NULL,NULL,25,"Replicative lifespan is 25%  lower.","Deletion","Values taken from Arie's file",0
1734,1506,422,"decrease","Replicative lifespan decreased by 40% in the alpha strain ","fitness",NULL,NULL,40,"Replicative lifespan is 40%  lower.","Deletion","Values taken from Arie's file",0
1735,1507,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1736,1508,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1737,1509,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1738,1510,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1739,1309,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1740,1511,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1741,1512,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1742,1513,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1743,1514,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1744,1515,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1745,1516,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1746,1517,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1747,1518,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1748,1519,417,"increase","Mean replicative lifespan increased in the alpha and a strain ","anti",NULL,NULL,NULL,NULL,"Deletion","Values taken from Arie's file",0
1749,1340,33,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30%  higher.","Deletion","Values taken from Arie's file",0
1750,1340,420,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1751,1520,420,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1752,1521,420,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1753,1522,420,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1754,1523,420,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1755,1524,421,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1756,1525,421,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1757,1526,421,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1758,1527,421,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1759,1528,422,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1760,1529,422,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1761,1270,422,"increase","Replicative lifespan increased by 30% in the alpha strain ","anti",NULL,NULL,30,"Replicative lifespan is 30% higher.","Deletion","Values taken from Arie's file",0
1762,1530,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1763,1531,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1764,1532,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1765,1533,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1766,1534,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1767,1535,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1768,1536,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1769,1537,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1770,1538,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1771,1539,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1772,1540,419,"increase","Mean chronological lifespan increased in the a strain by less than 50% but more than 15%","anti",NULL,NULL,50,"Mean chronological lifespan is 15%-50% higher.","Deletion ","Values taken from Arie's file",0
1773,1541,420,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25%  higher.","Deletion","Values taken from Arie's file",0
1774,1542,420,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion","Values taken from Arie's file",0
1775,1543,420,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25%  higher.","Deletion","Values taken from Arie's file",0
1776,1045,420,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion","Values taken from Arie's file",0
1777,1544,420,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25%  higher.","Deletion","Values taken from Arie's file",0
1778,1545,420,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25%  higher.","Deletion","Values taken from Arie's file",0
1779,1132,420,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion","Values taken from Arie's file",0
1780,1148,420,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion","Values taken from Arie's file",0
1781,1546,420,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion","Values taken from Arie's file",0
1782,1547,420,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion","Values taken from Arie's file",0
1783,1548,420,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion ","Values taken from Arie's file",0
1784,1549,420,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion ","Values taken from Arie's file",0
1785,1550,420,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion ","Values taken from Arie's file",0
1786,1551,420,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion","Values taken from Arie's file",0
1787,1552,420,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25% higher.","Deletion","Values taken from Arie's file",0
1788,1553,421,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion","Values taken from Arie's file",0
1789,1542,421,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion","Values taken from Arie's file",0
1790,1554,421,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25%  higher.","Deletion","Values taken from Arie's file",0
1791,1555,421,"decrease","Replicative lifespan decreased by 60% in the alpha strain ","fitness",NULL,NULL,60,"Replicative lifespan is 60% lower.","Deletion","Values taken from Arie's file",0
1792,1346,421,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion","Values taken from Arie's file",0
1793,1556,421,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25%  higher.","Deletion","Values taken from Arie's file",0
1794,1557,421,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion","Values taken from Arie's file",0
1795,1558,421,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion","Values taken from Arie's file",0
1796,1559,421,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion","Values taken from Arie's file",0
1797,1461,421,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion","Values taken from Arie's file",0
1798,1560,421,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25%  higher.","Deletion","Values taken from Arie's file",0
1799,1179,421,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion","Values taken from Arie's file",0
1800,1451,421,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25%  higher.","Deletion","Values taken from Arie's file",0
1801,1457,422,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion","Values taken from Arie's file",0
1802,1561,422,"increase","Replicative lifespan increased by 15% in the alpha strain ","anti",NULL,NULL,15,"Replicative lifespan is 15% higher.","Deletion ","Values taken from Arie's file",0
1803,1562,422,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25% higher.","Deletion ","Values taken from Arie's file",0
1804,1563,422,"increase","Replicative lifespan increased by 25% in the alpha strain ","anti",NULL,NULL,25,"Replicative lifespan is 25%  higher.","Deletion","Values taken from Arie's file",0
