id_biblio,terms,title,journal,author,volume,authors,pubmed,author_initials,year,contact_addresses,issue,pages,editor,review,publisher,url
18585,"['Animals', 'Aspirin/administration & dosage/pharmacology', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics/physiology', 'Dose-Response Relationship, Drug', 'Drug Evaluation, Preclinical/methods', 'Electron Transport Complex III/genetics', 'Food Deprivation/physiology', 'Forkhead Transcription Factors', 'Hot Temperature', 'Longevity/drug effects/genetics/physiology', 'Movement/drug effects', 'Mutation', 'Phenotype', 'Protein Kinases/physiology', 'Receptors, Nicotinic/genetics', 'Signal Transduction/physiology', 'Stress, Physiological/drug effects', 'Telomere-Binding Proteins/genetics', 'Transcription Factors/physiology']",Aspirin extends the lifespan of Caenorhabditis elegans via AMPK and DAF-16/FOXO in dietary restriction pathway.,Exp. Gerontol.,"Wan, QL et al.",48,,23485446,"Wan, QL et al.",2013,,5,499-506,,,,
18586,"['Animals', 'Caenorhabditis elegans/metabolism/physiology', 'Caenorhabditis elegans Proteins/metabolism', 'Floxuridine', 'Glycolipids/metabolism', 'Longevity/physiology', 'Oxidative Stress/physiology', 'Receptors, G-Protein-Coupled/metabolism', 'Sirtuins/metabolism', 'Stress, Physiological/physiology']",Pheromone sensing regulates Caenorhabditis elegans lifespan and stress resistance via the deacetylase SIR-2.1.,Proc. Natl. Acad. Sci. U.S.A.,"Ludewig, AH et al.",110,,23509272,"Ludewig, AH et al.",2013,,14,5522-5527,,,,
18587,"['1-Butanol/chemistry', 'Aging/drug effects/physiology', 'Animals', 'Caenorhabditis elegans/drug effects/metabolism', 'Caenorhabditis elegans Proteins/genetics', 'Cupressaceae', 'Glutathione Transferase/genetics', 'Heat-Shock Proteins/genetics', 'Lipofuscin/metabolism', 'Longevity/drug effects', 'Plant Extracts/pharmacology', 'Reactive Oxygen Species/metabolism', 'Seeds/chemistry', 'Solvents/chemistry']",Lifespan extension by n-butanol extract from seed of Platycladus orientalis in Caenorhabditis elegans.,J Ethnopharmacol,"Liu, H et al.",147,,23523941,"Liu, H et al.",2013,,2,366-372,,,,
18590,[],Fish oil changes the lifespan of Caenorhabditis elegans via lipid peroxidation.,J Clin Biochem Nutr,"Sugawara, S et al.",52,,23526170,"Sugawara, S et al.",2013,,2,139-145,,,,
18593,"['Adenylate Kinase/metabolism', 'Aging/drug effects', 'Animals', 'Biguanides/metabolism', 'Caenorhabditis elegans/drug effects/metabolism/microbiology', 'Caenorhabditis elegans Proteins/metabolism', 'Caloric Restriction', 'DNA-Binding Proteins/metabolism', 'Diabetes Mellitus, Type 2/drug therapy', 'Escherichia coli/metabolism', 'Folic Acid/metabolism', 'Humans', 'Hypoglycemic Agents/metabolism/pharmacology', 'Longevity/drug effects', 'Metagenome', 'Metformin/metabolism/pharmacology', 'Methionine/metabolism', 'Transcription Factors/metabolism']",Metformin retards aging in C. elegans by altering microbial folate and methionine metabolism.,Cell,"Cabreiro, F et al.",153,,23540700,"Cabreiro, F et al.",2013,,1,228-239,,,,
18595,"['3T3 Cells', 'Animals', 'Arsenites/pharmacology', 'Caenorhabditis elegans/drug effects/metabolism', 'Caenorhabditis elegans Proteins/metabolism', 'Cell Line', 'DNA-Binding Proteins/metabolism', 'Forkhead Transcription Factors', 'Hep G2 Cells', 'Hormesis', 'Humans', 'Longevity/drug effects', 'Metallothionein/metabolism', 'Mice', 'Mitochondria/drug effects/metabolism', 'Oxidative Stress/drug effects', 'Reactive Oxygen Species', 'Superoxide Dismutase/metabolism', 'Teratogens/pharmacology', 'Transcription Factors/metabolism', 'Transcription, Genetic']",Mitochondrial hormesis links low-dose arsenite exposure to lifespan extension.,Aging Cell,"Schmeisser, S et al.",12,,23534459,"Schmeisser, S et al.",2013,,3,508-517,,,,
18596,"['Animals', 'Caenorhabditis elegans/drug effects/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Fibric Acids/pharmacology', 'Hypolipidemic Agents/pharmacology', 'Lipids/antagonists & inhibitors', 'Longevity/drug effects', 'Mutation', 'Receptors, Cytoplasmic and Nuclear/genetics/metabolism']",Lipid-lowering fibrates extend C. elegans lifespan in a NHR-49/PPARalpha-dependent manner.,Aging (Albany NY),"Brandstädt, S et al.",5,,23603800,"Brandstädt, S et al.",2013,,4,270-275,,,,
18598,[],Lifespan extension by the antioxidant curcumin in Drosophila melanogaster.,Int J Biomed Sci,"Suckow, BK and Suckow, MA",2,,23675008,"Suckow, B.K. and Suckow, M.A.",2006,,4,402-405,,,,
18600,"['Aging/genetics/metabolism', 'Animals', 'Anti-Bacterial Agents/pharmacology', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Doxycycline/pharmacology', 'Evolution, Molecular', 'Female', 'Longevity/drug effects/genetics/physiology', 'Male', 'Mice', 'Mice, Inbred Strains', 'Mitochondria/drug effects/genetics/metabolism', 'Mitochondrial Proteins/genetics/metabolism', 'Quantitative Trait Loci', 'RNA Interference', 'Reproducibility of Results', 'Ribosomal Proteins/genetics/metabolism', 'Sirolimus/pharmacology', 'Unfolded Protein Response/genetics/physiology']",Mitonuclear protein imbalance as a conserved longevity mechanism.,Nature,"Houtkooper, RH et al.",497,,23698443,"Houtkooper, RH et al.",2013,,7450,451-457,,,,
18601,"['Animals', 'Autophagy/drug effects', 'Body Composition/drug effects', 'Brain/pathology', 'Energy Metabolism/drug effects', 'Female', 'Immunosuppressive Agents/pharmacology', 'Kidney/pathology', 'Liver/pathology', 'Longevity/drug effects', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Motor Activity/drug effects', 'Myocardium/pathology', 'Rotarod Performance Test', 'Sex Factors', 'Sirolimus/pharmacology', 'Sleep/drug effects', 'TOR Serine-Threonine Kinases/drug effects/metabolism']",Rapamycin extends life and health in C57BL/6 mice.,J. Gerontol. A Biol. Sci. Med. Sci.,"Zhang, Y et al.",69,,23682161,"Zhang, Y et al.",2014,,2,119-130,,,,
18612,"['Animals', 'Antifungal Agents/pharmacology', 'Fatty Acids, Monounsaturated/pharmacology', 'Gene Expression Regulation, Fungal', 'Longevity/physiology', 'Signal Transduction', 'Sphingolipids/biosynthesis', 'Yeasts/drug effects/genetics/metabolism']",Reducing sphingolipid synthesis orchestrates global changes to extend yeast lifespan.,Aging Cell,"Liu, J et al.",12,,23725375,"Liu, J et al.",2013,,5,833-841,,,,
18614,"['Adaptation, Physiological/drug effects', 'Animals', 'Caloric Restriction', 'Desiccation', 'Down-Regulation/drug effects', 'Drosophila Proteins/metabolism', 'Drosophila melanogaster/genetics/physiology', 'Female', 'Glycolysis/drug effects/genetics', 'Hot Temperature', 'Insulin/metabolism', 'Insulin-Like Growth Factor I/metabolism', 'Lipid Metabolism/drug effects', 'Longevity/drug effects', 'Male', 'NAD/metabolism', 'Peptides/metabolism', 'Plant Extracts/pharmacology', 'Rhodiola/chemistry', 'Sex Characteristics', 'Signal Transduction/drug effects', 'Solubility', 'Starvation/metabolism', 'Water/metabolism', 'Yeasts']",Extension of Drosophila lifespan by Rhodiola rosea through a mechanism independent from dietary restriction.,PLoS ONE,"Schriner, SE et al.",8,,23704949,"Schriner, SE et al.",2013,,5,e63886,,,,
18616,"['Animals', 'Antioxidants/pharmacology', 'Caenorhabditis elegans/drug effects/metabolism/physiology', 'Caenorhabditis elegans Proteins/metabolism', 'Caloric Restriction', 'Cell-Free System', 'Chromans', 'DNA-Binding Proteins/metabolism', 'Flavonoids/chemistry/metabolism/pharmacology', 'Forkhead Transcription Factors/metabolism', 'Free Radical Scavengers/pharmacology', 'Green Fluorescent Proteins/metabolism', 'HCT116 Cells', 'Hot Temperature', 'Humans', 'Lipofuscin/metabolism', 'Longevity/drug effects', 'Oxidation-Reduction/drug effects', 'Protein Transport/drug effects', 'Reactive Oxygen Species/metabolism', 'Stress, Physiological/drug effects', 'Transcription Factors/metabolism']",Myricetin-mediated lifespan extension in Caenorhabditis elegans is modulated by DAF-16.,Int J Mol Sci,"Büchter, C et al.",14,,23736695,"Büchter, C et al.",2013,,6,11895-11914,,,,
18617,"['Animals', 'Antioxidants/isolation & purification/pharmacology', 'Caenorhabditis elegans/drug effects/enzymology/metabolism', 'Hydroxybenzoates/isolation & purification/pharmacology', 'Longevity/drug effects', 'Motor Activity/drug effects', 'Osmotic Pressure', 'Oxidative Stress/drug effects', 'Reactive Oxygen Species/metabolism', 'Reproduction/drug effects', 'Veronica/chemistry']",Protocatechuic acid extends lifespan and increases stress resistance in Caenorhabditis elegans.,Arch. Pharm. Res.,"Kim, YS et al.",37,,23780797,"Kim, YS et al.",2014,,2,245-252,,,,
18619,"['Aging/pathology', 'Animals', 'Blood Glucose/metabolism', 'Blood Pressure/drug effects', 'Body Weight/drug effects', 'Catechin/analogs & derivatives/pharmacology', 'Feeding Behavior/drug effects', 'Forkhead Transcription Factors/metabolism', 'Gene Expression Regulation/drug effects', 'Heart Rate/drug effects', 'Inflammation/genetics/pathology', 'Kidney/drug effects/pathology/physiopathology', 'Kidney Function Tests', 'Lipids/blood', 'Liver/drug effects/pathology/physiopathology', 'Liver Function Tests', 'Longevity/drug effects', 'Male', 'NF-kappa B/genetics/metabolism', 'Oxidative Stress/drug effects/genetics', 'Phytochemicals/pharmacology', 'RNA, Messenger/genetics/metabolism', 'Rats', 'Rats, Wistar', 'Sirtuin 1/metabolism']","The phytochemical, EGCG, extends lifespan by reducing liver and kidney function damage and improving age-associated inflammation and oxidative stress in healthy rats.",Aging Cell,"Niu, Y et al.",12,,23834676,"Niu, Y et al.",2013,,6,1041-1049,,,,
18620,[],"Whole apple extracts increase lifespan, healthspan and resistance to stress in Caenorhabditis elegans.",J Funct Foods,"Vayndorf, EM et al.",5,,23878618,"Vayndorf, EM et al.",2013,,3,1236-1243,,,,
18621,"['Aging/drug effects', 'Animals', 'Cell Transformation, Neoplastic/drug effects', 'Drug Evaluation, Preclinical', 'Granuloma/prevention & control', 'Immunoglobulins/blood', 'Leukocyte Count', 'Liver/drug effects/pathology', 'Liver Cirrhosis/prevention & control', 'Longevity/drug effects', 'Male', 'Maze Learning/drug effects', 'Mice', 'Mice, Inbred C57BL', 'Muscle Strength/drug effects', 'Oxygen Consumption/drug effects', 'Phenotype', 'Platelet Count', 'Psychomotor Performance/drug effects', 'Sirolimus/pharmacology', 'Survival Analysis', 'T-Lymphocytes/drug effects/immunology', 'TOR Serine-Threonine Kinases/antagonists & inhibitors', 'Thyroid Gland/drug effects/pathology']",Rapamycin extends murine lifespan but has limited effects on aging.,J. Clin. Invest.,"Neff, F et al.",123,,23863708,"Neff, F et al.",2013,,8,3272-3291,,,,
18623,"['AMP-Activated Protein Kinases', 'Animals', 'Antioxidants/pharmacology', 'Biomarkers/blood', 'Caloric Restriction', 'Electron Transport/drug effects', 'Enzyme Activation/drug effects', 'Health', 'Inflammation/blood/drug therapy/pathology', 'Longevity/drug effects', 'Male', 'Metformin/pharmacology/therapeutic use', 'Mice', 'Mice, Inbred C57BL', 'Mitochondria/drug effects/metabolism', 'Survival Analysis', 'Transcriptome/drug effects/genetics']",Metformin improves healthspan and lifespan in mice.,Nat Commun,"Martin-Montalvo, A et al.",4,,23900241,"Martin-Montalvo, A et al.",2013,,,2192,,,,
18624,"['Aging/drug effects', 'Animals', 'Ascorbic Acid/pharmacology', 'Drosophila melanogaster/drug effects/physiology', 'Lipid Peroxidation/drug effects', 'Longevity/drug effects', 'Male', 'Malondialdehyde/analysis', 'Minocycline/pharmacology', 'Motor Activity/drug effects', 'Oxidative Stress/drug effects', 'Reactive Oxygen Species/metabolism']","Minocycline, but not ascorbic acid, increases motor activity and extends the life span of Drosophila melanogaster.",Invest Clin,"Mora, M et al.",54,,23947005,"Mora, M et al.",2013,,2,161-170,,,,
18625,"['Aging/drug effects', 'Animals', 'Antioxidants/chemistry/pharmacology', 'Caenorhabditis elegans/drug effects/genetics/metabolism', 'Caenorhabditis elegans Proteins/genetics', 'Fertility/drug effects/genetics', 'Forkhead Transcription Factors', 'Insulin/metabolism', 'Insulin-Like Growth Factor I/metabolism', 'Longevity/drug effects/genetics', 'Oxidative Stress/drug effects', 'Signal Transduction/drug effects', 'Survival Analysis', 'Transcription Factors/genetics', 'Water/chemistry']","Electrolyzed-reduced water increases resistance to oxidative stress, fertility, and lifespan via insulin/IGF-1-like signal in C. elegans.",Biol. Res.,"Park, SK and Park, SK",46,,23959012,"Park, S.K. and Park, S.K.",2013,,2,147-152,,,,
18626,"['Animals', 'Catalase/biosynthesis/genetics', 'Drosophila melanogaster/drug effects/physiology', 'Follow-Up Studies', 'Hydrogen Peroxide/pharmacology', 'Longevity/drug effects/physiology', 'Lutein/pharmacology', 'Male', 'RNA/genetics', 'Real-Time Polymerase Chain Reaction', 'Superoxide Dismutase/biosynthesis/genetics', 'Up-Regulation']",Lutein extends the lifespan of Drosophila melanogaster.,Arch Gerontol Geriatr,"Zhang, Z et al.",58,,23993264,"Zhang, Z et al.",2014,,1,153-159,,,,
18627,"['Agriculture', 'Animals', 'Anti-Infective Agents/toxicity', 'Caenorhabditis elegans/physiology', 'Caenorhabditis elegans Proteins/metabolism', 'Lipid Peroxidation', 'Oxidative Stress', 'Reproduction', 'Risk Assessment', 'Soil Pollutants/toxicity', 'Sulfamethoxazole/toxicity', 'Up-Regulation']",The non-target organism Caenorhabditis elegans withstands the impact of sulfamethoxazole.,Chemosphere,"Liu, S et al.",93,,24034891,"Liu, S et al.",2013,,10,2373-2380,,,,
18630,"['Animals', 'Caenorhabditis elegans/metabolism/physiology', 'Caenorhabditis elegans Proteins/metabolism', 'Longevity', 'Methylation', 'Niacinamide/chemistry/metabolism', 'Sirtuins/genetics/metabolism']",Role of sirtuins in lifespan regulation is linked to methylation of nicotinamide.,Nat. Chem. Biol.,"Schmeisser, K et al.",9,,24077178,"Schmeisser, K et al.",2013,,11,693-700,,,,
18632,"['Aging/drug effects', 'Animals', 'Antineoplastic Agents/pharmacology', 'Drosophila melanogaster', 'Female', 'Male', 'Mutation', 'Sex Factors', 'Sirolimus/pharmacology']",Selective anticancer agents suppress aging in Drosophila.,Oncotarget,"Danilov, A et al.",4,,24096697,"Danilov, A et al.",2013,,9,1507-1526,,,,
18634,"['Aging/drug effects/genetics/physiology', 'Animals', 'Caenorhabditis elegans/drug effects/enzymology/genetics/metabolism', 'Hydrogen Sulfide/metabolism', 'Morpholines/pharmacology', 'Organothiophosphorus Compounds/pharmacology', 'Oxidative Stress/drug effects', 'Structure-Activity Relationship']",Hydrogen sulfide is an endogenous regulator of aging in Caenorhabditis elegans.,Antioxid. Redox Signal.,"Qabazard, B et al.",20,,24093496,"Qabazard, B et al.",2014,,16,2621-2630,,,,
18637,"['Animals', 'Antioxidants/pharmacology', 'Biological Assay', 'Chemical Fractionation', 'Longevity/drug effects', 'Magnetic Resonance Spectroscopy', 'Mass Spectrometry', 'Plant Extracts/chemistry/pharmacology', 'Rhodophyta', 'Rotifera/drug effects/growth & development/metabolism', 'Time Factors']",Lifespan extension of rotifers by treatment with red algal extracts.,Exp. Gerontol.,"Snare, DJ et al.",48,,24120568,"Snare, DJ et al.",2013,,12,1420-1427,,,,
18641,"['Animals', 'Caloric Restriction', 'Classification', 'Daphnia/drug effects/genetics/growth & development', 'Fertility/drug effects', 'Life Cycle Stages/drug effects', 'Longevity/drug effects', 'Polymorphism, Genetic', 'Reproduction/drug effects/genetics', 'Stilbenes/pharmacology']",Resveratrol and food effects on lifespan and reproduction in the model crustacean Daphnia.,J Exp Zool A Ecol Genet Physiol,"Kim, E et al.",321,,24133070,"Kim, E et al.",2014,,1,48-56,,,,
18644,"['Animals', 'Caenorhabditis elegans/drug effects/physiology', 'Humans', 'Longevity/drug effects/physiology', 'Oxidative Stress/drug effects', 'Small Molecule Libraries/pharmacology', 'Stress, Physiological/drug effects']",A pharmacological network for lifespan extension in Caenorhabditis elegans.,Aging Cell,"Ye, X et al.",13,,24134630,"Ye, X et al.",2014,,2,206-215,,,,
18701,[],Neuronal ROS signaling rather than AMPK/sirtuin-mediated energy sensing links dietary restriction to lifespan extension.,Mol Metab,"Schmeisser, S et al.",2,,24199155,"Schmeisser, S et al.",2013,,2,92-9102,,,,
18705,"['Adenylate Kinase/genetics/metabolism', 'Animals', 'Antioxidants/pharmacology', 'Caenorhabditis elegans/enzymology/genetics', 'Caenorhabditis elegans Proteins/biosynthesis/genetics', 'Caffeic Acids/pharmacology', 'Citrate (si)-Synthase/biosynthesis/genetics', 'Gene Expression Regulation, Enzymologic/drug effects/genetics', 'Longevity/drug effects/physiology', 'Muscle Fibers, Skeletal/enzymology', 'Oxidoreductases/biosynthesis/genetics', 'Succinates/pharmacology', 'Transcription Factors/biosynthesis/genetics']",Chicoric acid is an antioxidant molecule that stimulates AMP kinase pathway in L6 myotubes and extends lifespan in Caenorhabditis elegans.,PLoS ONE,"Schlernitzauer, A et al.",8,,24244361,"Schlernitzauer, A et al.",2013,,11,e78788,,,,
18706,"['Acarbose/pharmacology', 'Animals', 'Biomarkers/metabolism', 'Body Weight', 'Estradiol/pharmacology', 'Female', 'Longevity/drug effects', 'Male', 'Masoprocol/pharmacology', 'Methylene Blue', 'Mice', 'Survival Analysis']","Acarbose, 17-\\u03b1-estradiol, and nordihydroguaiaretic acid extend mouse lifespan preferentially in males.",Aging Cell,"Harrison, DE et al.",13,,24245565,"Harrison, DE et al.",2014,,2,273-282,,,,
